squareMeters,rooms,latitude,longitude,centreDistance,poiCount,price,date,hasParkingSpace_no,hasParkingSpace_yes,hasBalcony_no,hasBalcony_yes,hasBalcony_no,hasBalcony_yes,hasBalcony_no,hasBalcony_yes,hasSecurity_no,hasSecurity_yes,hasStorageRoom_no,hasStorageRoom_yes
74.17,3.0,52.23179,20.97449,1.98,37.0,9000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
113.0,4.0,52.198786,20.9300756,6.2,8.0,6200,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
143.0,5.0,52.2506684,21.0270649,2.65,11.0,9800,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
57.9,2.0,52.2245401,21.0311595,2.04,26.0,4500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
109.0,4.0,52.23604,21.00543,0.5,58.0,16000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
46.0,2.0,52.2011681312662,21.0506373616095,4.67,9.0,3200,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
36.0,2.0,52.18355295,21.00791931,5.36,20.0,3310,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
100.0,5.0,52.231172,21.0038329,0.06,59.0,18000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
97.0,3.0,52.229343,21.023826,1.41,47.0,17000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
82.0,3.0,52.2296756,21.0122287,0.63,113.0,5000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
122.0,5.0,52.1759033,21.0784851,8.04,10.0,7900,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
25.0,1.0,52.245954,21.0193379,1.91,29.0,2500,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
55.0,2.0,52.20026,21.01368,3.56,27.0,5800,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
86.0,3.0,52.20612,20.9958,2.89,20.0,7500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
150.0,6.0,52.19239,21.03416,4.84,0.0,17500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
34.0,1.0,52.2553674,20.9766377,3.21,16.0,2700,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
25.0,1.0,52.2348671098109,20.9657622506238,2.6,49.0,3300,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
72.0,3.0,52.16669,21.1232,10.9,1.0,5500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
120.0,4.0,52.23231,21.03224,1.95,23.0,11000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
90.0,3.0,52.19031,20.98224,4.83,7.0,6000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
45.0,2.0,52.13899,21.05899,10.98,26.0,3000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
85.0,3.0,52.2051041,21.0180933,3.12,45.0,5000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
71.0,3.0,52.260271,20.9772073,3.65,26.0,6500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
69.7,3.0,52.15824445,21.04046586,8.55,16.0,4900,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
33.51,1.0,52.27621,20.91425,7.84,6.0,2600,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
104.22,4.0,52.1561298,21.1116284,11.18,0.0,10000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
81.0,3.0,52.20308,20.99604,3.22,18.0,11800,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
104.0,4.0,52.16155,21.07002,9.02,27.0,10000,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
135.0,6.0,52.23742,20.98627,1.34,68.0,16000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
111.0,4.0,52.19238,20.98909,4.48,20.0,5990,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.2862151,21.0185334,6.15,8.0,3200,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
70.0,3.0,52.1766933010757,20.9918582164076,6.17,19.0,5200,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
140.0,6.0,52.194157,21.0346955,4.68,4.0,11500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
67.0,2.0,52.14493,21.05321,10.23,34.0,4000,November 2023,1,0,0,1,0,1,0,1,0,1,0,1
130.0,4.0,52.24919,20.98679,2.25,56.0,7900,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
70.0,2.0,52.194157,21.0346955,4.68,4.0,3500,November 2023,0,1,1,0,1,0,1,0,0,1,1,0
92.0,4.0,52.1978806,20.9789739,4.12,23.0,7000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
75.0,3.0,52.2296756,21.0122287,0.63,113.0,7000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
59.0,2.0,52.19225,20.98723,4.53,16.0,4550,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
38.36,2.0,52.2401,20.9972,1.03,63.0,3300,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
70.0,2.0,52.25253,21.00632,2.32,51.0,6600,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
145.0,6.0,52.185735,21.029702,5.41,10.0,12000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
79.0,3.0,52.1853163,21.0218179,5.31,23.0,5800,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
109.9,4.0,52.19248,20.98917,4.47,21.0,6500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
74.0,3.0,52.2285,21.0103,0.58,106.0,7000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
90.0,3.0,52.2263,21.0129,0.88,131.0,8000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
141.0,6.0,52.23214,21.0267,1.58,43.0,8000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
62.0,2.0,52.2567,20.99203,2.89,39.0,4600,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
45.0,2.0,52.17842,21.05702,6.96,11.0,3500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
150.0,6.0,52.222658,21.0198321,1.5,81.0,20000,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
100.0,3.0,52.1777,21.0257,6.19,20.0,7000,November 2023,0,1,1,0,1,0,1,0,0,1,1,0
76.0,3.0,52.2371017,21.0660252,4.3,20.0,5800,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
93.0,3.0,52.1830107,21.0251619,5.61,23.0,5500,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
67.09,3.0,52.15979,21.06773,9.12,23.0,6500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
95.0,3.0,52.2310219,21.0374508,2.31,19.0,13500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
46.0,2.0,52.2197465,21.0222182,1.84,50.0,2999,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
37.0,2.0,52.2192003,20.9852027,1.87,34.0,2700,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
67.0,2.0,52.16157,21.07129,9.06,25.0,5850,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
80.0,3.0,52.241271,21.024577,1.78,50.0,9000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
45.0,2.0,52.1740797,21.0051557,6.41,23.0,4500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
34.0,2.0,52.26804525,20.97724017,4.42,36.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
120.0,4.0,52.225231,21.0649349,4.24,26.0,8000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
107.0,5.0,52.1819359,21.02621097,5.75,20.0,8000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
106.0,5.0,52.17764,21.03313,6.34,7.0,8000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
120.0,5.0,52.2693286,20.9818745,4.44,41.0,10000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
47.0,2.0,52.3058517,20.933052,9.54,3.0,4100,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
47.0,3.0,52.2262,21.0134,0.91,128.0,5500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
71.0,4.0,52.2025191,20.8857492,8.66,10.0,6500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
112.0,4.0,52.2502507,20.9953916,2.14,52.0,15000,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
50.0,2.0,52.34582,20.94228,13.36,10.0,3500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
37.0,2.0,52.2693286,20.9818745,4.44,41.0,3650,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
130.0,4.0,52.2221,21.0123,1.22,100.0,15000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
74.0,4.0,52.224861,21.0416599,2.7,19.0,7500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
53.0,2.0,52.2347408,20.9850027,1.31,67.0,6000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
30.0,1.0,52.2351793,21.00963493,0.57,64.0,3500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
28.05,1.0,52.16505,21.06734,8.59,14.0,3500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
59.6,3.0,52.1565175,21.05043271,8.95,16.0,3500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
70.0,3.0,52.1870331,20.9928311,5.02,24.0,8000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
70.0,3.0,52.1802173,20.9977041,5.74,20.0,8000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
83.0,3.0,52.20537867,21.0455369,4.09,17.0,6500,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
51.0,2.0,52.205762,20.995493,2.94,18.0,4500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
38.0,2.0,52.2544,20.9934,2.62,53.0,3000,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
63.0,3.0,52.2205,21.0249,1.92,31.0,6400,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
78.8,3.0,52.2407,21.0258,1.81,50.0,10000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
51.0,2.0,52.1759,20.9976,6.22,33.0,4400,November 2023,0,1,1,0,1,0,1,0,0,1,1,0
130.0,4.0,52.186962,21.021859,5.13,19.0,7800,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
123.0,4.0,52.23764,21.0317,2.03,39.0,18000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
126.0,6.0,52.2093614,20.9610324,3.82,12.0,7000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
106.0,5.0,52.1656382,21.07752892,8.91,26.0,10000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
74.0,3.0,52.2317586,20.9735513,2.04,44.0,8700,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
140.0,4.0,52.1857,21.0297,5.42,10.0,12500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
130.0,4.0,52.18796,21.02286,5.04,22.0,8500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.2463,21.0695,4.77,22.0,3600,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
80.35,3.0,52.2722,20.98959,4.6,17.0,11000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
75.0,3.0,52.17982,21.027691,6.0,14.0,5800,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
148.0,6.0,52.194157,21.0346955,4.68,4.0,12500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
60.0,3.0,52.19807,21.04556,4.71,9.0,6890,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
28.0,1.0,52.28143,20.92903,7.5,10.0,3890,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
60.0,3.0,52.2021,21.04628,4.39,14.0,5500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
140.0,6.0,52.19592,21.01403,4.04,32.0,12000,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
118.0,5.0,52.2325355,21.0387835,2.4,14.0,17000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
100.0,3.0,52.2547,20.99503,2.62,48.0,12000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
119.1,4.0,52.23127,21.03029,1.82,19.0,14500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
107.0,5.0,52.1818989,21.0263822,5.75,20.0,9000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
57.0,3.0,52.230036,21.014135,0.74,117.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
52.0,2.0,52.20373,21.02602,3.47,31.0,3800,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
49.0,2.0,52.2374,21.0295,1.88,44.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
48.0,2.0,52.304887,20.92896706,9.59,4.0,3000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
65.0,2.0,52.20881,21.00319,2.55,12.0,5000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
94.0,3.0,52.2293231,21.0237736,1.4,48.0,15500,November 2023,0,1,0,1,0,1,0,1,1,0,0,1
100.0,3.0,52.2444366,21.0010234,1.43,39.0,10500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
65.0,3.0,52.23545,21.01758,1.04,114.0,9000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
80.0,3.0,52.2127,20.9666,3.29,23.0,9900,November 2023,0,1,1,0,1,0,1,0,0,1,1,0
93.0,4.0,52.2075,21.00923,2.72,19.0,11000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
67.0,3.0,52.21145,20.95621,3.93,15.0,6500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.0,3.0,52.24309,21.01348,1.43,48.0,4500,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
65.0,3.0,52.270476,21.0542415,5.52,15.0,3199,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
93.0,3.0,52.229343,21.0238259,1.41,47.0,14500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
55.0,2.0,52.21493,20.96901,3.0,23.0,8000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
66.0,3.0,52.22701,21.02258,1.4,62.0,8000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
123.66,4.0,52.18479,21.035,5.64,0.0,11000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
91.0,4.0,52.2269639,21.0237111,1.47,50.0,5500,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
106.0,5.0,52.2360398,21.0054292,0.5,58.0,15000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
75.0,4.0,52.23224,20.98733,1.11,64.0,8000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
115.0,4.0,52.19926,21.01268,3.66,28.0,10500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
89.0,4.0,52.3223752285241,20.9375277213877,11.04,20.0,5000,November 2023,0,1,1,0,1,0,1,0,0,1,0,1
112.0,5.0,52.1883471,20.9947364,4.86,27.0,14000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
42.0,2.0,52.3468292,20.9522645,13.27,5.0,2700,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
77.0,3.0,52.1561,21.1116,11.18,0.0,8000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
77.0,3.0,52.1605,21.0785,9.42,29.0,6500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
84.74,3.0,52.24263205,21.02507276,1.9,34.0,10000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
95.0,3.0,52.1866432,20.9900833,5.09,18.0,13000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
33.0,2.0,52.169,21.115,10.31,3.0,2800,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
110.0,4.0,52.2335326,21.0310975,1.89,25.0,18000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
112.0,4.0,52.2340161,21.0303644,1.84,31.0,13000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
80.0,3.0,52.2388916,20.9830226,1.61,58.0,6500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
115.0,5.0,52.18208,21.03906,6.03,1.0,10600,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
52.0,3.0,52.23048,20.99898,0.34,60.0,4300,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
113.0,5.0,52.19451,20.98796,4.27,14.0,6600,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
120.0,5.0,52.23914,20.98896,1.29,74.0,7500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
47.0,3.0,52.29441335,21.01792973,7.04,8.0,3400,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
58.0,2.0,52.1955,20.9881,4.16,13.0,4700,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
34.0,2.0,52.17322,20.96076,7.13,0.0,2999,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
111.0,4.0,52.23124,20.98995,0.93,71.0,8900,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
107.0,4.0,52.2313099,21.03205926,1.94,19.0,14000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
81.6,3.0,52.2273813,20.9715038,2.24,17.0,4300,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
49.0,2.0,52.25296,20.90986,6.8,2.0,8000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
103.0,4.0,52.187976,20.9939471,4.91,26.0,12000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
135.0,5.0,52.1982425364032,20.9277247753407,6.37,6.0,7000,November 2023,0,1,0,1,0,1,0,1,0,1,0,1
80.0,4.0,52.24071812,21.01572043,1.3,46.0,8000,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
114.0,4.0,52.21072295,20.95432663,4.09,14.0,6000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
42.0,2.0,52.181063,21.0517108,6.52,14.0,2800,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
115.0,4.0,52.2213005,20.9827994,1.83,29.0,17000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
54.0,2.0,52.24907,20.98058,2.48,24.0,5700,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
90.0,3.0,52.1807444,21.0261047,5.87,17.0,5500,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
44.28,2.0,52.2902,20.935,8.0,22.0,3460,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
32.81,1.0,52.2902,20.935,8.0,22.0,2476,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
45.23,2.0,52.2902,20.935,8.0,22.0,3445,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
108.0,5.0,52.1940842,21.0072189,4.19,34.0,7000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
83.0,3.0,52.16161,21.12469,11.35,0.0,8500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
89.43,4.0,52.1792141,21.04083751,6.37,6.0,6000,November 2023,0,1,1,0,1,0,1,0,1,0,0,1
105.0,3.0,52.25730138,20.9928311,2.94,34.0,8000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
135.0,4.0,52.194157,21.0346955,4.68,4.0,6800,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
127.0,4.0,52.2018074,20.9795006,3.71,18.0,8900,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
47.0,2.0,52.3043622,20.9328657,9.4,3.0,4100,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
128.0,5.0,52.18996,21.02436,4.85,15.0,9990,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
42.55,2.0,52.18255,21.03989,6.0,2.0,3950,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
90.0,3.0,52.2381771,21.0287776,1.86,45.0,7000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
105.0,3.0,52.23512,21.02936,1.8,35.0,13500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
120.0,4.0,52.2296756,21.0122287,0.63,113.0,7000,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
47.0,2.0,52.23525,21.10873,7.17,18.0,2600,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
34.5,2.0,52.2296756,21.0122287,0.63,113.0,3000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
70.0,2.0,52.18497,21.02584,5.41,18.0,4800,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
141.3,6.0,52.1992577,21.0126829,3.66,28.0,9000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
67.5,2.0,52.23602,21.02024,1.23,81.0,5200,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
110.0,5.0,52.20687,21.0335,3.43,21.0,8500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
27.0,1.0,52.1799062,20.9478161,6.9,8.0,3530,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
147.0,6.0,52.2317185,21.0307755,1.85,22.0,15000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
54.0,2.0,52.2450664,20.9773098,2.32,17.0,4740,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
36.0,2.0,52.2356175,20.9864295,1.24,72.0,5900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
102.73,3.0,52.17352,20.99993,6.48,29.0,7500,November 2023,0,1,0,1,0,1,0,1,1,0,0,1
41.0,2.0,52.2005618,20.9628778,4.44,17.0,3800,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
100.0,5.0,52.2296756,21.0122287,0.63,113.0,6000,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
56.0,2.0,52.252328,21.002595,2.29,41.0,5000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
70.0,2.0,52.1812475,21.0282494,5.86,15.0,4950,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
140.0,6.0,52.2632422,20.986075,3.7,30.0,14000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
95.0,4.0,52.19446,21.05049,5.23,2.0,5000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
35.0,2.0,52.2345,20.99179,0.86,90.0,6500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
36.0,2.0,52.23557629,20.98698199,1.21,78.0,5500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.246072,20.9622317,3.24,16.0,4500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
72.0,3.0,52.2219,21.0221,1.67,60.0,7000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
115.0,5.0,52.18065,21.03911,6.17,5.0,10600,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
111.0,4.0,52.22057,20.97936,2.06,31.0,7500,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
60.0,3.0,52.189,21.0033,4.75,21.0,6000,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
102.0,4.0,52.1966377,21.0250344,4.17,25.0,12000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
100.0,3.0,52.1999276,20.960294,4.6,17.0,9500,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
118.0,4.0,52.2263,20.9829,1.53,20.0,14000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
70.59,4.0,52.1538,21.078,10.04,9.0,7400,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
36.0,2.0,52.2604003060968,20.9332370140962,5.75,11.0,3200,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
54.0,2.0,52.221477,21.0099915,1.22,78.0,6500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
53.86,2.0,52.22288,21.01147,1.12,101.0,6500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
78.0,3.0,52.22501,21.07407,4.86,13.0,4800,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
100.0,3.0,52.165684,21.0766,8.87,25.0,8500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
88.0,3.0,52.17835299,21.03126526,6.23,9.0,7000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
55.21,2.0,52.2314733,21.0866501,5.66,15.0,2700,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
146.0,5.0,52.21628,20.98211,2.25,26.0,7600,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
148.0,5.0,52.23856,20.98851,1.28,75.0,18000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
100.0,3.0,52.2015617,21.0111955,3.39,31.0,12000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
40.0,2.0,52.2388,21.029,1.9,44.0,3897,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
79.0,3.0,52.2711703,20.9351294,6.4,26.0,5000,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
60.0,2.0,52.2060402,20.9960948,2.9,20.0,6000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
131.0,4.0,52.23214,21.0267,1.58,43.0,14500,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
120.0,5.0,52.160596,21.0731279,9.22,21.0,12000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
140.0,4.0,52.18573,21.0297,5.41,10.0,12500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
81.0,3.0,52.2059239,20.99607468,2.91,20.0,7500,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
100.0,3.0,52.2228638,21.0099592,1.08,85.0,10000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
80.0,3.0,52.2210664,21.0123571,1.33,93.0,10000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
73.34,3.0,52.22266708,21.02095863,1.55,69.0,9900,November 2023,1,0,1,0,1,0,1,0,0,1,0,1
110.0,5.0,52.2015617,21.0111955,3.39,31.0,12000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
84.0,4.0,52.22692203,21.01236342,0.8,115.0,9000,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
66.0,3.0,52.22888155,21.10312346,6.79,16.0,4800,November 2023,0,1,0,1,0,1,0,1,1,0,0,1
42.0,2.0,52.2011814,20.9629619,4.38,17.0,3800,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
43.0,2.0,52.1826,20.975,5.8,6.0,2800,November 2023,0,1,0,1,0,1,0,1,1,0,0,1
150.0,6.0,52.237683,21.002612,0.67,52.0,17000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
55.0,2.0,52.252328,21.002595,2.29,41.0,4700,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
36.0,2.0,52.22297,21.01873,1.42,95.0,4200,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
89.0,4.0,52.18189,21.02638,5.75,20.0,4500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
62.0,2.0,52.2570765,20.9941809,2.89,31.0,4000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
100.0,4.0,52.22825,21.10792,7.12,13.0,7000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
90.0,3.0,52.20817,21.00442,2.62,15.0,8900,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
65.0,3.0,52.23706,21.1295,8.6,5.0,3500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
91.0,3.0,52.2030807,20.9960449,3.22,18.0,10000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
48.0,2.0,52.204167,21.014722,3.16,34.0,4500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
110.0,4.0,52.1881,20.996,4.88,25.0,12500,November 2023,0,1,1,0,1,0,1,0,0,1,1,0
